DEF------->,probeCountTime-4_10,probeCountTime-3_10,weighted mean
periodicDecept-20_13,-26.119416666666666,-99.80000000000011,120.95305,19.585958979705254
purePeriodic-0.1,-936.8844416680089,-841.7003333333332,1208.8843583301464,25.212553761478034
purePeriodic-0.5,-826.7424166666923,-774.3143333333333,1094.4295000002314,26.377772011708657
purePeriodic-0.7,-775.7871833333611,-736.8000000000004,1026.174666666645,21.825712919355794
periodicDecept-0.1_35,-936.7250100010974,-841.6998666666665,473.9139350009926,-296.0496955020009
periodicDecept-5_5,-217.2862500000001,-399.89993333333297,-144.92995000000005,-231.7313006972682
periodicDecept-5_1,-217.44885833333336,-399.9004999999997,-144.87176666666664,-231.7564973302438
purePeriodicDecept-11_5,-48.93050000000002,-181.7999999999999,76.87900000000008,-27.455488263614193
purePeriodicDecept-11_1,-49.57800000000004,-181.7999999999999,72.50516666666672,-29.568675214388406
periodicDecept-11_1,-46.84274166666668,-181.7999999999999,73.72305000000009,-28.186944806736747
periodicDecept-11_5,-46.84043333333336,-181.7999999999999,73.33220833333338,-28.35709489797481
periodicDecept-5_13,-215.8253166666666,-399.8998499999995,-17.775333333333357,-175.6886355055668
purePeriodicMax-0.1,-937.5749333348026,-841.7009999999999,1204.1695666632725,22.93679063736107
purePeriodicMax-0.7,-780.9456500000276,-736.8000000000004,1026.8959999999777,20.539354169262538
periodicDecept-20_27,-26.04076666666666,-99.80000000000011,136.72765,26.506665872260342
purePeriodicMax-0.5,-829.7333333333598,-774.3149999999997,1084.0010000002317,20.889825156220525
periodicMax-0.5,-830.2517250000267,-774.3149666666669,1088.6122051284376,22.744783441024254
purePeriodicDecept-11_13,-49.24200000000003,-181.7999999999999,127.10066666666685,-5.596471835112695
purePeriodicDecept-17_1,-30.72799999999997,-117.60000000000012,115.16383333333339,11.132739813807355
periodicDecept-0.1_27,-938.178528334464,-841.6979166666666,54.13177777834432,-480.0194584908792
purePeriodicMax-7,-178.29166666666669,-285.6000000000002,261.5136666666685,-13.095367958371455
purePeriodicMax-4,-310.86033333333336,-499.8999999999998,458.52899999999687,-22.200272364423114
purePeriodicDecept-0.1_5,-1301.0982833332323,-841.6993333333332,-1299.1672833333073,-1184.3374270872655
periodicMax-0.1,-937.0426333345123,-841.6983809523807,1207.7905833321465,24.685754893499052
periodicMax-0.7,-781.0769341666913,-736.8000000000004,1024.2974233333496,19.362553399005662
purePeriodicDecept-0.1_1,-1579.6515583333655,-841.6959999999999,-1579.3123833332854,-1393.3005250172096
periodicMax-17,-30.645641666666677,-117.60000000000012,102.1225690607733,5.456976581530242
periodic-15,-34.76709999999999,-133.19999999999985,156.71062499999994,24.10565032922198
periodic-17,-30.882791666666662,-117.60000000000011,147.64511666666664,25.28473386220209
periodic-11,-46.60725000000004,-181.79999999999993,189.47230000000042,22.489039135620395
periodicDecept-17_1,-30.843725000000024,-117.60000000000012,114.97876436781611,11.015899270195725
purePeriodicDecept-5_1,-222.223,-399.89999999999975,-144.99816666666672,-233.2940058175229
purePeriodic-20,-25.914999999999974,-99.80000000000011,135.27133333333327,25.90904897311566
purePeriodicDecept-17_35,-31.25799999999997,-117.60000000000012,148.62666666666672,25.597342009623404
periodicDecept-20_35,-26.02788333333334,-99.80000000000011,136.36651666666663,26.352787116731285
purePeriodicDecept-5_35,-219.9695,-399.89066666666645,261.315,-54.961328217656444
periodicDecept-17_27,-31.031391666666657,-117.60000000000012,147.23247500000005,25.0581961401177
periodicDecept-0.1_1,-1579.6208166667218,-841.7003333333331,-1579.6014166667028,-1393.418431707733
periodicDecept-0.1_13,-937.2810633344429,-841.6996333333337,-774.3889108336193,-841.951085502876
periodic-20,-26.125783333333327,-99.8000000000001,136.49319999999994,26.377772062588427
purePeriodicMax-11,-48.78150000000004,-181.7999999999999,165.74200000000036,11.439600574953928
purePeriodicMax-17,-32.02399999999997,-117.60000000000012,107.01116666666648,7.166175488248648
purePeriodicMax-15,-34.36500000000004,-133.19999999999987,117.82550000000002,7.23083602731198
periodicDecept-17_35,-30.84350833333334,-117.60000000000012,147.28979166666684,25.14159159918937
purePeriodicDecept-5_27,-220.51250000000005,-399.8929999999998,200.97616666666664,-81.50924498486819
purePeriodicDecept-5_5,-222.54233333333335,-399.9029999999998,-141.48266666666672,-231.85702175151314
periodicDecept-20_1,-25.9786,-99.80000000000011,118.03905000000002,18.35575007647106
periodicDecept-20_5,-26.304516666666668,-99.80000000000011,119.01179999999997,18.679816179174786
purePeriodicDecept-0.1_13,-937.2295666681239,-841.7003333333333,-772.9929333337769,-841.3249836678226
periodicDecept-17_5,-30.686966666666674,-117.60000000000012,114.26563333333331,10.752808680787524
periodicDecept-5_35,-215.85867499999995,-399.89996666666644,261.56799166666707,-53.57665770913887
periodicMax-15,-34.64421666666668,-133.19999999999987,118.20790000000001,7.311315318662459
purePeriodicDecept-5_13,-218.8585,-399.9109999999998,-17.655000000000026,-176.5806482920049
periodicMax-11,-46.771824999999986,-181.7999999999999,162.68268333333378,10.726144914701273
purePeriodic-17,-30.881999999999973,-117.60000000000012,144.99200000000005,24.1250991519834
purePeriodic-15,-35.040000000000035,-133.19999999999987,159.26649999999998,25.138283362045364
purePeriodic-11,-49.50350000000003,-181.7999999999999,188.54216666666704,21.183118229035188
periodicDecept-5_27,-215.80642500000005,-399.9010333333331,198.48756666666674,-81.13798890015808
purePeriodicDecept-20_27,-26.564999999999973,-99.80000000000011,134.7256666666666,25.468670657148557
periodicDecept-0.1_5,-1300.7230624999686,-841.6992499999997,-1300.6546341666733,-1184.871134615133
periodicMax-20,-26.162383333333334,-99.80000000000011,87.0583,4.754626229396308
periodicDecept-17_13,-30.601575000000004,-117.60000000000012,114.0178666666667,10.671005085567515
purePeriodicDecept-20_35,-26.644999999999975,-99.80000000000011,133.77033333333327,25.026181202654755
periodicDecept-11_13,-46.93475,-181.7999999999999,127.73475833333349,-4.602858477751866
periodicMax-4,-306.5187999999998,-499.9010833333328,455.15633333333056,-22.326946432176783
purePeriodicDecept-11_27,-48.300000000000026,-181.7999999999999,168.9385000000003,12.9865417842963
periodic-7,-141.3557249999998,-285.60000000000025,262.3824083333353,-1.2469294278467942
periodic-4,-266.751316666667,-499.90053333333293,454.31014999999695,-10.348897825442151
purePeriodicMax-20,-26.609999999999975,-99.80000000000011,88.59733333333327,5.288470188646556
,,
